categoria,pergunta,intent,route,resposta_direta
"CRIADOR","quem criou vc variante 36","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 36","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 36","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 36","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 36","","llm_rag",""
"QUEM_E","quem fala comigo agora 36","","llm_rag",""
"CRIADOR","quem criou vc variante 37","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 37","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 37","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 37","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 37","","llm_rag",""
"QUEM_E","quem fala comigo agora 37","","llm_rag",""
"CRIADOR","quem criou vc variante 38","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 38","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 38","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 38","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 38","","llm_rag",""
"QUEM_E","quem fala comigo agora 38","","llm_rag",""
"CRIADOR","quem criou vc variante 39","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 39","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 39","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 39","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 39","","llm_rag",""
"QUEM_E","quem fala comigo agora 39","","llm_rag",""
"CRIADOR","quem criou vc variante 40","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 40","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 40","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 40","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 40","","llm_rag",""
"QUEM_E","quem fala comigo agora 40","","llm_rag",""
"CRIADOR","quem criou vc variante 41","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 41","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 41","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 41","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 41","","llm_rag",""
"QUEM_E","quem fala comigo agora 41","","llm_rag",""
"CRIADOR","quem criou vc variante 42","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 42","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 42","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 42","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 42","","llm_rag",""
"QUEM_E","quem fala comigo agora 42","","llm_rag",""
"CRIADOR","quem criou vc variante 43","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 43","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 43","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 43","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 43","","llm_rag",""
"QUEM_E","quem fala comigo agora 43","","llm_rag",""
"CRIADOR","quem criou vc variante 44","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 44","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 44","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 44","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 44","","llm_rag",""
"QUEM_E","quem fala comigo agora 44","","llm_rag",""
"CRIADOR","quem criou vc variante 45","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 45","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 45","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 45","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 45","","llm_rag",""
"QUEM_E","quem fala comigo agora 45","","llm_rag",""
"CRIADOR","quem criou vc variante 46","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 46","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 46","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 46","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 46","","llm_rag",""
"QUEM_E","quem fala comigo agora 46","","llm_rag",""
"CRIADOR","quem criou vc variante 47","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 47","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 47","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 47","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 47","","llm_rag",""
"QUEM_E","quem fala comigo agora 47","","llm_rag",""
"CRIADOR","quem criou vc variante 48","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 48","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 48","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 48","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 48","","llm_rag",""
"QUEM_E","quem fala comigo agora 48","","llm_rag",""
"CRIADOR","quem criou vc variante 49","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 49","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 49","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 49","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 49","","llm_rag",""
"QUEM_E","quem fala comigo agora 49","","llm_rag",""
"CRIADOR","quem criou vc variante 50","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 50","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 50","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 50","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 50","","llm_rag",""
"QUEM_E","quem fala comigo agora 50","","llm_rag",""
"CRIADOR","quem criou vc variante 51","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 51","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 51","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 51","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 51","","llm_rag",""
"QUEM_E","quem fala comigo agora 51","","llm_rag",""
"CRIADOR","quem criou vc variante 52","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 52","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 52","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 52","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 52","","llm_rag",""
"QUEM_E","quem fala comigo agora 52","","llm_rag",""
"CRIADOR","quem criou vc variante 53","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 53","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 53","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 53","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 53","","llm_rag",""
"QUEM_E","quem fala comigo agora 53","","llm_rag",""
"CRIADOR","quem criou vc variante 54","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 54","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 54","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 54","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 54","","llm_rag",""
"QUEM_E","quem fala comigo agora 54","","llm_rag",""
"CRIADOR","quem criou vc variante 55","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 55","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 55","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 55","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 55","","llm_rag",""
"QUEM_E","quem fala comigo agora 55","","llm_rag",""
"CRIADOR","quem criou vc variante 56","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 56","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 56","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 56","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 56","","llm_rag",""
"QUEM_E","quem fala comigo agora 56","","llm_rag",""
"CRIADOR","quem criou vc variante 57","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 57","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 57","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 57","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 57","","llm_rag",""
"QUEM_E","quem fala comigo agora 57","","llm_rag",""
"CRIADOR","quem criou vc variante 58","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 58","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 58","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 58","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 58","","llm_rag",""
"QUEM_E","quem fala comigo agora 58","","llm_rag",""
"CRIADOR","quem criou vc variante 59","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 59","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 59","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 59","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 59","","llm_rag",""
"QUEM_E","quem fala comigo agora 59","","llm_rag",""
"CRIADOR","quem criou vc variante 60","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 60","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 60","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 60","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 60","","llm_rag",""
"QUEM_E","quem fala comigo agora 60","","llm_rag",""
"CRIADOR","quem criou vc variante 61","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 61","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 61","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 61","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 61","","llm_rag",""
"QUEM_E","quem fala comigo agora 61","","llm_rag",""
"CRIADOR","quem criou vc variante 62","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 62","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 62","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 62","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 62","","llm_rag",""
"QUEM_E","quem fala comigo agora 62","","llm_rag",""
"CRIADOR","quem criou vc variante 63","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 63","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 63","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 63","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 63","","llm_rag",""
"QUEM_E","quem fala comigo agora 63","","llm_rag",""
"CRIADOR","quem criou vc variante 64","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 64","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 64","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 64","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 64","","llm_rag",""
"QUEM_E","quem fala comigo agora 64","","llm_rag",""
"CRIADOR","quem criou vc variante 65","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 65","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 65","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 65","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 65","","llm_rag",""
"QUEM_E","quem fala comigo agora 65","","llm_rag",""
"CRIADOR","quem criou vc variante 66","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 66","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 66","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 66","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 66","","llm_rag",""
"QUEM_E","quem fala comigo agora 66","","llm_rag",""
"CRIADOR","quem criou vc variante 67","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 67","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 67","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 67","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 67","","llm_rag",""
"QUEM_E","quem fala comigo agora 67","","llm_rag",""
"CRIADOR","quem criou vc variante 68","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 68","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 68","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 68","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 68","","llm_rag",""
"QUEM_E","quem fala comigo agora 68","","llm_rag",""
"CRIADOR","quem criou vc variante 69","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 69","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 69","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 69","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 69","","llm_rag",""
"QUEM_E","quem fala comigo agora 69","","llm_rag",""
"CRIADOR","quem criou vc variante 70","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 70","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 70","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 70","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 70","","llm_rag",""
"QUEM_E","quem fala comigo agora 70","","llm_rag",""
"CRIADOR","quem criou vc variante 71","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 71","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 71","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 71","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 71","","llm_rag",""
"QUEM_E","quem fala comigo agora 71","","llm_rag",""
"CRIADOR","quem criou vc variante 72","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 72","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 72","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 72","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 72","","llm_rag",""
"QUEM_E","quem fala comigo agora 72","","llm_rag",""
"CRIADOR","quem criou vc variante 73","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 73","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 73","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 73","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 73","","llm_rag",""
"QUEM_E","quem fala comigo agora 73","","llm_rag",""
"CRIADOR","quem criou vc variante 74","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 74","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 74","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 74","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 74","","llm_rag",""
"QUEM_E","quem fala comigo agora 74","","llm_rag",""
"CRIADOR","quem criou vc variante 75","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 75","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 75","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 75","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 75","","llm_rag",""
"QUEM_E","quem fala comigo agora 75","","llm_rag",""
"CRIADOR","quem criou vc variante 76","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 76","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 76","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 76","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 76","","llm_rag",""
"QUEM_E","quem fala comigo agora 76","","llm_rag",""
"CRIADOR","quem criou vc variante 77","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 77","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 77","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 77","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 77","","llm_rag",""
"QUEM_E","quem fala comigo agora 77","","llm_rag",""
"CRIADOR","quem criou vc variante 78","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 78","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 78","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 78","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 78","","llm_rag",""
"QUEM_E","quem fala comigo agora 78","","llm_rag",""
"CRIADOR","quem criou vc variante 79","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 79","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 79","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 79","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 79","","llm_rag",""
"QUEM_E","quem fala comigo agora 79","","llm_rag",""
"CRIADOR","quem criou vc variante 80","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 80","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 80","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 80","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 80","","llm_rag",""
"QUEM_E","quem fala comigo agora 80","","llm_rag",""
"CRIADOR","quem criou vc variante 81","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 81","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 81","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 81","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 81","","llm_rag",""
"QUEM_E","quem fala comigo agora 81","","llm_rag",""
"CRIADOR","quem criou vc variante 82","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 82","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 82","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 82","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 82","","llm_rag",""
"QUEM_E","quem fala comigo agora 82","","llm_rag",""
"CRIADOR","quem criou vc variante 83","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 83","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 83","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 83","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 83","","llm_rag",""
"QUEM_E","quem fala comigo agora 83","","llm_rag",""
"CRIADOR","quem criou vc variante 84","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 84","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 84","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 84","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 84","","llm_rag",""
"QUEM_E","quem fala comigo agora 84","","llm_rag",""
"CRIADOR","quem criou vc variante 85","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 85","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 85","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 85","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 85","","llm_rag",""
"QUEM_E","quem fala comigo agora 85","","llm_rag",""
"CRIADOR","quem criou vc variante 86","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 86","GENERICO_IDENTIDADE","identity_llm",""
